entry_id,source_form,current_db_msn_headword,proposed_msn_headword,part_of_speech,gloss_en,gloss_es,primer_overlap,review_priority,msn_use_status,risk_flags,orthography_basis,search_fallbacks_json,source_id,source_file,source_reference,source_confidence,speaker_validation_status,editorial_status,recommended_action
kw::moztla::2,moztla,moztla,mostla,adv,tomorrow,,no,P2_general_ehn_candidate,candidate_internal_use,,z > s,"[""moztla"", ""mostla""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::moztla::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::m-s::1,más,más,más,noun,more,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""más"", ""mas""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::más::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::m-dico::1,médico,médico,médiko,noun,doctor,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""médico"", ""medico"", ""médiko"", ""mediko""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::médico::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::na::2,na,na,na,pron,first person; I,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""na""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::na::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nacatl::3,nacatl,nacatl,nakatl,noun,obsolete spelling of nakatl,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,obsolete_spelling_gloss;historical_or_archaic_note,gloss target: nakatl,"[""nacatl"", ""nakatl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nacatl::sense-3,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::naha::1,naha,naha,naha,pron,first person; I,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""naha"", ""naa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::naha::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nahui::3,nahui,nahui,nawi,num,four,,yes,P1_primer_core_candidate,candidate_internal_use,,hu> w before vowel,"[""nahui"", ""naui"", ""nawi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nahui::sense-3,0.95,Unreviewed,Imported_raw,Review first; likely useful for initial MSN authoring.
kw::nakatl::3,nakatl,nakatl,nakatl,noun,meat,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nakatl"", ""nacatl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nakatl::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nane::2,nane,nane,nane,noun,Miss,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nane""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nane::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ne::1,ne,ne,ne,det,that.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ne""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ne::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ne::2,ne,ne,ne,pron,that.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ne""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ne::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::neca::1,neca,neca,neka,adv,there,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""neca"", ""neka""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::neca::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nechca::1,nechca,nechca,nechka,adv,close to.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""nechca"", ""necca"", ""nechka"", ""necka""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nechca::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nectli::2,nectli,nectli,nektli,noun,honey.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""nectli"", ""nektli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nectli::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nehnemi::2,nehnemi,nehnemi,nehnemi,verb,to walk.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nehnemi"", ""nenemi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nehnemi::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nehnemiliztli::1,nehnemiliztli,nehnemiliztli,nehnemilistli,noun,way of life; a lifestyle.,,no,P2_general_ehn_candidate,candidate_internal_use,,z > s,"[""nehnemiliztli"", ""nenemiliztli"", ""nehnemilistli"", ""nenemilistli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nehnemiliztli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nel-a::1,nelía,nelía,nelía,adv,truly.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nelía"", ""nelia""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nelía::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nepa::1,nepa,nepa,nepa,adv,there,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nepa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nepa::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ni::1,ni,ni,ni,det,this.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ni""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ni::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ni::2,ni,ni,ni,pron,this.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ni""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ni::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nica::1,nica,nica,nika,adv,here,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""nica"", ""nika""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nica::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nicani::1,nicani,nicani,nikani,adv,here,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""nicani"", ""nikani""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nicani::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::noaxca::1,noaxca,noaxca,noaxka,pron,of me,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""noaxca"", ""noaxka""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::noaxca::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nochi::1,nochi,nochi,nochi,det,all.,,yes,P1_primer_core_candidate,candidate_internal_use,,identity,"[""nochi"", ""noci""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nochi::sense-1,0.95,Unreviewed,Imported_raw,Review first; likely useful for initial MSN authoring.
kw::nochtli::4,nochtli,nochtli,nochtli,noun,prickly pear,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nochtli"", ""noctli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nochtli::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::noha::1,noha,noha,noha,adv,still,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""noha"", ""noa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::noha::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nohquiya::1,nohquiya,nohquiya,nohkiya,adv,"moreover, furthermore.",,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel,"[""nohquiya"", ""noquiya"", ""nohkiya"", ""nokiya"", ""nohciya""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nohquiya::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nohqu-a::1,nohquía,nohquía,nohquía,adv,"also, as well.",,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nohquía"", ""nohquia"", ""noquia""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nohquía::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nopa::1,nopa,nopa,nopa,det,that.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nopa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nopa::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nopa::2,nopa,nopa,nopa,pron,that.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nopa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nopa::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::nopano::1,nopano,nopano,nopano,adv,there,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""nopano""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nopano::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::noviembre::1,noviembre,noviembre,noviembre,noun,November,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,calendar_loan_or_name,identity,"[""noviembre""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::noviembre::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::octubre::1,octubre,octubre,oktubre,noun,October,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,calendar_loan_or_name,hard c > k,"[""octubre"", ""oktubre""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::octubre::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::ocuili::1,ocuili,ocuili,okuili,noun,"worm, grub.",,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""ocuili"", ""okuili""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ocuili::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ohuaatl::1,ohuaatl,ohuaatl,owaatl,noun,sugarcane juice.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""ohuaatl"", ""ouaatl"", ""owaatl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ohuaatl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ohuatl::2,ohuatl,ohuatl,owatl,noun,sugarcane.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""ohuatl"", ""ouatl"", ""owatl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ohuatl::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ohui::1,ohui,ohui,owi,adj,"hard, difficult.",,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""ohui"", ""oui"", ""owi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ohui::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ohyoli::1,ohyoli,ohyoli,ohyoli,noun,jug.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ohyoli"", ""oyoli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ohyoli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::okichpil::1,okichpil,okichpil,okichpil,noun,boy,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""okichpil"", ""okicpil"", ""ocichpil""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::okichpil::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::okichpilmeh::1,okichpilmeh,okichpilmeh,okichpilmeh,noun,plural of okichpil,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,inflected_or_reference_form,identity,"[""okichpilmeh"", ""okicpilme"", ""ocichpilmeh""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::okichpilmeh::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::okichtli::1,okichtli,okichtli,okichtli,noun,"male, macho",,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""okichtli"", ""okictli"", ""ocichtli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::okichtli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::olotl::4,olotl,olotl,olotl,noun,corncob.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""olotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::olotl::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ome::4,ome,ome,ome,num,two,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ome""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ome::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::omitl::4,omitl,omitl,omitl,noun,bone.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""omitl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::omitl::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ompa::2,ompa,ompa,ompa,adj,second.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ompa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ompa::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::onca::1,onca,onca,onka,verb,there is.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""onca"", ""onka""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::onca::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::oquichpil::2,oquichpil,oquichpil,okichpil,noun,boy.,,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel,"[""oquichpil"", ""oquicpil"", ""okichpil"", ""okicpil"", ""ocichpil""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oquichpil::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::oquichpilmeh::1,oquichpilmeh,oquichpilmeh,okichpilmeh,noun,plural of oquichpil,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,inflected_or_reference_form,qu > k before front vowel,"[""oquichpilmeh"", ""oquicpilme"", ""okichpilmeh"", ""okicpilme"", ""ocichpilmeh""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oquichpilmeh::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::oquichtli::5,oquichtli,oquichtli,okichtli,noun,man.,,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel,"[""oquichtli"", ""oquictli"", ""okichtli"", ""okictli"", ""ocichtli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oquichtli::sense-5,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::oselotl::4,oselotl,oselotl,oselotl,noun,jaguar.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""oselotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oselotl::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ostotl::3,ostotl,ostotl,ostotl,noun,cave,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ostotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ostotl::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ostowatl::1,ostowatl,ostowatl,ostowatl,noun,fox,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""ostowatl"", ""ostohuatl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ostowatl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::otoncamanalli::1,otoncamanalli,otoncamanalli,otonkamanalli,noun,the Otomi language.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""otoncamanalli"", ""otonkamanalli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::otoncamanalli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::otonlalax::2,otonlalax,otonlalax,otonlalax,noun,mandarin orange.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""otonlalax""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::otonlalax::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::oztotl::3,oztotl,oztotl,ostotl,noun,obsolete spelling of ostotl,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,obsolete_spelling_gloss;historical_or_archaic_note,gloss target: ostotl,"[""oztotl"", ""ostotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oztotl::sense-3,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::pahtli::2,pahtli,pahtli,pahtli,noun,medicine.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""pahtli"", ""patli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pahtli::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pahtli::3,pahtli,pahtli,pahtli,noun,poison.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""pahtli"", ""patli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pahtli::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::palach::2,palach,palach,palach,noun,turkey.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""palach"", ""palac""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::palach::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pampa::1,pampa,pampa,pampa,conj,because,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""pampa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pampa::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pantzi::1,pantzi,pantzi,pantsi,noun,bread.,,no,P2_general_ehn_candidate,candidate_internal_use,,z > s,"[""pantzi"", ""pantsi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pantzi::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::papalotl::5,papalotl,papalotl,papalotl,noun,butterfly.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""papalotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::papalotl::sense-5,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::paquiliztli::2,paquiliztli,paquiliztli,pakilistli,noun,joy,,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel; z > s,"[""paquiliztli"", ""pakilistli"", ""pacilistli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::paquiliztli::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::para-tlen::1,para tlen,para tlen,para tlen,adv,why?,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""para tlen""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::para tlen::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pastiya::1,pastiya,pastiya,pastiya,noun,pill.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""pastiya""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pastiya::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::patiyo::1,patiyo,patiyo,patiyo,adj,expensive.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""patiyo""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::patiyo::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::patlahuac::2,patlahuac,patlahuac,patlawak,adj,"wide, ample.",,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""patlahuac"", ""patlauac"", ""patlawak""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::patlahuac::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::paxalohquetl::1,paxalohquetl,paxalohquetl,paxalohketl,noun,visitor.,,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel,"[""paxalohquetl"", ""paxaloquetl"", ""paxalohketl"", ""paxaloketl"", ""paxalohcetl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::paxalohquetl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pemuch::1,pemuch,pemuch,pemuch,noun,naked coral tree.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""pemuch"", ""pemuc""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pemuch::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pero::1,pero,pero,pero,conj,"but, rather",,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""pero""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pero::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::peso::1,peso,peso,peso,noun,peso,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""peso""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::peso::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pesohtli::1,pesohtli,pesohtli,pesohtli,noun,alternative spelling of pezohtli,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,alternative_spelling_gloss,gloss target: pezohtli; z > s,"[""pesohtli"", ""pesotli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pesohtli::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::pezohtli::3,pezohtli,pezohtli,pesohtli,noun,"badger, coati.",,no,P2_general_ehn_candidate,candidate_internal_use,,z > s,"[""pezohtli"", ""pezotli"", ""pesohtli"", ""pesotli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pezohtli::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::pialli::1,pialli,pialli,pialli,intj,hello (greeting).,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""pialli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pialli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
