entry_id,source_form,current_db_msn_headword,proposed_msn_headword,part_of_speech,gloss_en,gloss_es,primer_overlap,review_priority,msn_use_status,risk_flags,orthography_basis,search_fallbacks_json,source_id,source_file,source_reference,source_confidence,speaker_validation_status,editorial_status,recommended_action
kw::cuatlahcayotl::1,cuatlahcayotl,cuatlahcayotl,kuatlahkayotl,noun,fruit.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""cuatlahcayotl"", ""cuatlacayotl"", ""kuatlahkayotl"", ""kuatlakayotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatlahcayotl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cuatochi::1,cuatochi,cuatochi,kuatochin,noun,obsolete spelling of kuatochin,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,obsolete_spelling_gloss;historical_or_archaic_note,gloss target: kuatochin,"[""cuatochi"", ""cuatoci"", ""kuatochin"", ""kuatocin"", ""cuatochin""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatochi::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::cuatopilli::2,cuatopilli,cuatopilli,kuatopilli,noun,rod.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""cuatopilli"", ""kuatopilli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatopilli::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cuatopilli::3,cuatopilli,cuatopilli,kuatopilli,noun,wooden spear.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""cuatopilli"", ""kuatopilli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatopilli::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cuaxilocuahuitl::1,cuaxilocuahuitl,cuaxilocuahuitl,kuaxilokuawitl,noun,banana tree,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""cuaxilocuahuitl"", ""cuaxilocuauitl"", ""kuaxilokuawitl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuaxilocuahuitl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cuaxilomiltitla::1,cuaxilomiltitla,cuaxilomiltitla,kuaxilomiltitla,noun,banana plantation.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""cuaxilomiltitla"", ""kuaxilomiltitla""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuaxilomiltitla::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cuaxilotl::1,cuaxilotl,cuaxilotl,kuaxilotl,noun,obsolete spelling of kuaxilotl,,yes,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,obsolete_spelling_gloss;historical_or_archaic_note,gloss target: kuaxilotl,"[""cuaxilotl"", ""kuaxilotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuaxilotl::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::cuecuetzi::1,cuecuetzi,cuecuetzi,kuekuetsi,adj,tiny.,,no,P2_general_ehn_candidate,candidate_internal_use,,z > s; hard c > k,"[""cuecuetzi"", ""kuekuetsi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuecuetzi::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cueyitl::1,cueyitl,cueyitl,kueyitl,noun,skirt.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""cueyitl"", ""kueyitl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cueyitl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cuitlapil::1,cuitlapil,cuitlapil,kuitlapil,noun,"tail, rear.",,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""cuitlapil"", ""kuitlapil""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuitlapil::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::cuitlatl::3,cuitlatl,cuitlatl,kuitlatl,noun,"excrement, feces.",,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""cuitlatl"", ""kuitlatl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuitlatl::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::diciembre::1,diciembre,diciembre,disiembre,noun,December,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,calendar_loan_or_name,soft c > s,"[""diciembre"", ""disiembre""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::diciembre::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::ehquetl::1,ehquetl,ehquetl,ehketl,noun,being.,,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel,"[""ehquetl"", ""equetl"", ""ehketl"", ""eketl"", ""ehcetl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ehquetl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ehquetl::2,ehquetl,ehquetl,ehketl,noun,inhabitant.,,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel,"[""ehquetl"", ""equetl"", ""ehketl"", ""eketl"", ""ehcetl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ehquetl::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::ehua::3,ehua,ehua,ewa,verb,to be from.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""ehua"", ""eua"", ""ewa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ehua::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::elchiqui::1,elchiqui,elchiqui,elchiki,noun,rib (anatomy).,,no,P2_general_ehn_candidate,candidate_internal_use,,qu > k before front vowel,"[""elchiqui"", ""elciqui"", ""elchiki"", ""elciki"", ""elchici""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elchiqui::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::elhuicac::1,elhuicac,elhuicac,elwikak,noun,heaven.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""elhuicac"", ""eluicac"", ""elwikak""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elhuicac::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::elhuicac-ehquetl::1,elhuicac ehquetl,elhuicac ehquetl,elwikak ehketl,noun,An angel.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; qu > k before front vowel; hard c > k,"[""elhuicac ehquetl"", ""eluicac equetl"", ""elwikak ehketl"", ""elwikak eketl"", ""elhuicac ehcetl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elhuicac ehquetl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::elhuicactli::1,elhuicactli,elhuicactli,elwikaktli,noun,the sky.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""elhuicactli"", ""eluicactli"", ""elwikaktli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elhuicactli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::eli::1,eli,eli,eli,verb,to be.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""eli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::elotl::4,elotl,elotl,elotl,noun,A fresh ear of corn.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""elotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elotl::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::eltlapal::2,eltlapal,eltlapal,eltlapal,noun,wing.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""eltlapal""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eltlapal::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::eltoc::1,eltoc,eltoc,eltok,verb,to be.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""eltoc"", ""eltok""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eltoc::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::eltoya::1,eltoya,eltoya,eltoya,adv,very,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""eltoya""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eltoya::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::enero::1,enero,enero,enero,noun,January,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,calendar_loan_or_name,identity,"[""enero""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::enero::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::escuela::1,escuela,escuela,eskuela,noun,school,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""escuela"", ""eskuela""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::escuela::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::espoltic::1,espoltic,espoltic,espoltik,adj,bloody.,,no,P2_general_ehn_candidate,candidate_internal_use,,hard c > k,"[""espoltic"", ""espoltik""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::espoltic::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::estado::1,estado,estado,estado,noun,state,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""estado""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::estado::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::estli::3,estli,estli,estli (“blood”),noun,alternative spelling of eztli (“blood”),,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,alternative_spelling_gloss,gloss target: eztli (“blood”); z > s,"[""estli"", ""estli (“blood”)""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::estli::sense-3,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::esxokotl::3,esxokotl,esxokotl,esxokotl,noun,pomegranate,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""esxokotl"", ""esxocotl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::esxokotl::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::etamalli::3,etamalli,etamalli,etamalli,noun,bean tamale.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""etamalli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etamalli::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::etixtli::2,etixtli,etixtli,etixtli,noun,Dough made from ground beans.,,yes,P1_primer_core_candidate,candidate_internal_use,,identity,"[""etixtli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etixtli::sense-2,0.95,Unreviewed,Imported_raw,Review first; likely useful for initial MSN authoring.
kw::etl::4,etl,etl,etl,noun,bean.,,yes,P1_primer_core_candidate,candidate_internal_use,,identity,"[""etl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etl::sense-4,0.95,Unreviewed,Imported_raw,Review first; likely useful for initial MSN authoring.
kw::etzontli::1,etzontli,etzontli,etsontli,noun,a bean bush.,,no,P2_general_ehn_candidate,candidate_internal_use,,z > s,"[""etzontli"", ""etsontli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etzontli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::exinachtli::1,exinachtli,exinachtli,exinachtli,noun,bean seed.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""exinachtli"", ""exinactli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::exinachtli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::expa::2,expa,expa,expa,adj,third.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""expa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::expa::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::eyi::4,eyi,eyi,eyi,num,three,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""eyi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eyi::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::eyoli::1,eyoli,eyoli,eyoli,noun,bean seed.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""eyoli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eyoli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::eztli::3,eztli,eztli,estli,noun,obsolete spelling of estli,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,obsolete_spelling_gloss;historical_or_archaic_note,gloss target: estli,"[""eztli"", ""estli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eztli::sense-3,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::familia::1,familia,familia,familia,noun,family,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""familia""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::familia::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::febrero::1,febrero,febrero,febrero,noun,February,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,calendar_loan_or_name,identity,"[""febrero""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::febrero::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::firmaroa::1,firmaroa,firmaroa,firmaroa,verb,to sign,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""firmaroa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::firmaroa::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::folsah::1,folsah,folsah,folsah,noun,bag,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""folsah"", ""folsa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::folsah::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::folzah::1,folzah,folzah,folsah,noun,bag,,no,P2_general_ehn_candidate,candidate_internal_use,,z > s,"[""folzah"", ""folza"", ""folsah"", ""folsa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::folzah::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::gobierno::1,gobierno,gobierno,gobierno,noun,government.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""gobierno""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::gobierno::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::hasta::1,hasta,hasta,hasta,prep,until,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""hasta"", ""asta""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::hasta::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::hora::1,hora,hora,hora,noun,hour.,,no,P2_general_ehn_candidate,candidate_internal_use,,identity,"[""hora"", ""ora""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::hora::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huacax::2,huacax,huacax,wakax,noun,cow,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huacax"", ""uacax"", ""wakax""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huacax::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huacaxcuitlatl::1,huacaxcuitlatl,huacaxcuitlatl,wakaxkuitlatl,noun,cow manure.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huacaxcuitlatl"", ""uacaxcuitlatl"", ""wakaxkuitlatl""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huacaxcuitlatl::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huactlatlaxixtli::1,huactlatlaxixtli,huactlatlaxixtli,waktlatlaxixtli,noun,tuberculosis.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huactlatlaxixtli"", ""uactlatlaxixtli"", ""waktlatlaxixtli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huactlatlaxixtli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huactoc::1,huactoc,huactoc,waktok,adj,dry.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huactoc"", ""uactoc"", ""waktok""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huactoc::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huahca::1,huahca,huahca,wahka,conj,then; at that time; next.,,yes,P1_primer_core_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huahca"", ""uaca"", ""wahka"", ""waka""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huahca::sense-1,0.95,Unreviewed,Imported_raw,Review first; likely useful for initial MSN authoring.
kw::huampo::1,huampo,huampo,wampo,noun,friend.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""huampo"", ""uampo"", ""wampo""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huampo::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huampoyohua::1,huampoyohua,huampoyohua,wampoyowa,noun,plural of huampo,,no,P4_cleanup_not_for_authoring,needs_cleanup_or_special_review,inflected_or_reference_form,hu> w before vowel,"[""huampoyohua"", ""uampoyoua"", ""wampoyowa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huampoyohua::sense-1,0.95,Unreviewed,Imported_raw,Do not use in public MSN prose until the risk flag is resolved.
kw::huapalli::1,huapalli,huapalli,wapalli,noun,"board, plank.",,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""huapalli"", ""uapalli"", ""wapalli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huapalli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huapalli::2,huapalli,huapalli,wapalli,noun,table,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""huapalli"", ""uapalli"", ""wapalli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huapalli::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehca::1,huehca,huehca,wehka,adv,"far away, distant.",,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huehca"", ""ueca"", ""wehka"", ""weka""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehca::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehcapa::1,huehcapa,huehcapa,wehkapa,prep,above,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huehcapa"", ""uecapa"", ""wehkapa"", ""wekapa""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcapa::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehcapan::1,huehcapan,huehcapan,wehkapan,noun,"lineage, ancestry",,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huehcapan"", ""uecapan"", ""wehkapan"", ""wekapan""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcapan::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehcapantic::1,huehcapantic,huehcapantic,wehkapantik,adj,tall.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huehcapantic"", ""uecapantic"", ""wehkapantik"", ""wekapantik""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcapantic::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehcatla::1,huehcatla,huehcatla,wehkatla,adj,deep.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huehcatla"", ""uecatla"", ""wehkatla"", ""wekatla""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcatla::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehue::3,huehue,huehue,wewe,noun,husband.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""huehue"", ""ueue"", ""wewe""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehue::sense-3,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehue::4,huehue,huehue,wewe,adj,old.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel,"[""huehue"", ""ueue"", ""wewe""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehue::sense-4,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehuecafentzontli::1,huehuecafentzontli,huehuecafentzontli,wewekafentsontli,noun,an old coffee tree.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; z > s; hard c > k,"[""huehuecafentzontli"", ""ueuecafentzontli"", ""wewekafentsontli""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehuecafentzontli::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehuentzi::1,huehuentzi,huehuentzi,wewentsi,adj,old.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; z > s,"[""huehuentzi"", ""ueuentzi"", ""wewentsi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehuentzi::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehuentzi::2,huehuentzi,huehuentzi,wewentsi,noun,old man.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; z > s,"[""huehuentzi"", ""ueuentzi"", ""wewentsi""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehuentzi::sense-2,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
kw::huehueyac::1,huehueyac,huehueyac,weweyak,adj,long.,,no,P2_general_ehn_candidate,candidate_internal_use,,hu> w before vowel; hard c > k,"[""huehueyac"", ""ueueyac"", ""weweyak""]",FCN-SRC-KAIKKI-UNIFIED,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehueyac::sense-1,0.95,Unreviewed,Imported_raw,Review after primer-core candidates; usable for controlled drafting once checked.
